Zoning,ParcelID,plu,ValueTotal,ValueLand,ValueBuilding,Use,geometry,OSMArea,ParcelArea,missing_valuation,missing_perc,taxCurrent,taxPotential
D-1-200,27323,019-0102-0411,391200.0,0.0,391200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3777.995397292433,0.009657452447066547,7874.12,76.04393946249564
D-1-200,27324,019-0102-0417,382800.0,0.0,382800.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3696.8727967370737,0.009657452447066546,7719.36,74.5493521217876
D-1-200,27325,019-0102-0501,267200.0,0.0,267200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2580.471293856181,0.009657452447066546,7854.32,75.8527219040437
D-1-200,27326,019-0102-0507,363200.0,0.0,363200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3507.5867287745696,0.009657452447066546,11083.96,107.0428166251877
D-1-200,27327,019-0102-0514,266900.0,0.0,266900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2577.574058122061,0.009657452447066546,4707.96,45.46689982269142
D-1-200,27328,019-0102-0614,274400.0,0.0,274400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2650.0049514750604,0.009657452447066546,4834.72,46.69107849488157
D-1-200,27329,019-0102-0706,276000.0,0.0,276000.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2665.4568753903673,0.009657452447066547,4651.96,44.9260824856557
D-1-200,27330,019-0102-0712,365700.0,0.0,365700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3531.730359892236,0.009657452447066546,6699.36,64.69875062577972
D-1-200,27331,019-0102-0714,266900.0,0.0,266900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2577.574058122061,0.009657452447066546,4707.96,45.46689982269142
D-1-200,27332,019-0102-1015,453400.0,0.0,453400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4378.688939499973,0.009657452447066547,14355.32,138.63582026242335
D-1-200,27333,019-0102-1114,266900.0,0.0,266900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2577.574058122061,0.009657452447066546,4707.96,45.46689982269142
D-1-200,27334,019-0102-1202,335400.0,0.0,335400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3239.1095507461196,0.009657452447066546,9809.28,94.73265513996093
D-1-200,27335,019-0102-1316,349100.0,0.0,349100.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3371.4166492709314,0.009657452447066547,9126.52,88.13893290720179
D-1-200,27336,019-0102-1414,264800.0,0.0,264800.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2557.2934079832216,0.009657452447066547,4160.0,40.175002179796834
D-1-200,27337,019-0102-1506,276000.0,0.0,276000.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2665.4568753903673,0.009657452447066547,4651.96,44.9260824856557
D-1-200,27338,019-0102-1614,554800.0,0.0,554800.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,5357.954617632519,0.009657452447066546,8677.44,83.80196416227314
D-1-200,27339,019-0102-B,400100.0,0.0,400100.0,Retail Condo,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3863.9467240713257,0.009657452447066547,0.0,0.0
D-1-200,27340,019-0102-0307,363200.0,0.0,363200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3507.5867287745696,0.009657452447066546,6652.16,64.24291887027819
D-1-200,27341,019-0102-0412,365700.0,0.0,365700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3531.730359892236,0.009657452447066546,6699.36,64.69875062577972
D-1-200,27342,019-0102-0502,335400.0,0.0,335400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3239.1095507461196,0.009657452447066546,5887.16,56.85496774827228
D-1-200,27343,019-0102-0513,406900.0,0.0,406900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3929.617400711378,0.009657452447066547,7738.52,74.73438891067342
D-1-200,27344,019-0102-0707,363200.0,0.0,363200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3507.5867287745696,0.009657452447066546,5730.92,55.34608737794261
D-1-200,27345,019-0102-0713,406900.0,0.0,406900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3929.617400711378,0.009657452447066547,7738.52,74.73438891067342
D-1-200,27346,019-0102-0803,459900.0,0.0,459900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4441.462380405905,0.009657452447066546,7741.48,74.76297496991671
D-1-200,27347,019-0102-1101,273400.0,0.0,273400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2640.3474990279938,0.009657452447066546,8065.52,77.89237586086416
D-1-200,27348,019-0102-1218,449800.0,0.0,449800.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4343.9221106905325,0.009657452447066546,7875.6,76.05823249211728
D-1-200,27349,019-0102-1406,264400.0,0.0,264400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2553.430427004395,0.009657452447066547,4452.96,43.00424944868945
D-1-200,27350,019-0102-1507,363200.0,0.0,363200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3507.5867287745696,0.009657452447066546,11083.96,107.0428166251877
D-1-200,27351,019-0102-1704,424200.0,0.0,424200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4096.691328045629,0.009657452447066547,6481.8,62.59767527139595
D-1-200,27352,019-0102-0302,321300.0,0.0,321300.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3102.9394712424814,0.009657452447066547,9389.32,90.67691141029087
D-1-200,27353,019-0102-0304,481300.0,0.0,481300.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4648.131862773129,0.009657452447066547,8109.96,78.32155304761181
D-1-200,27354,019-0102-0402,335400.0,0.0,335400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3239.1095507461196,0.009657452447066546,5887.16,56.85496774827228
D-1-200,27355,019-0102-0415,385000.0,0.0,385000.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3718.1191921206205,0.009657452447066547,11943.56,115.34436274868612
D-1-200,27356,019-0102-0505,249300.0,0.0,249300.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2407.60289505369,0.009657452447066547,6999.6,67.598304148487
D-1-200,27357,019-0102-0512,365700.0,0.0,365700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3531.730359892236,0.009657452447066546,6699.36,64.69875062577972
D-1-200,27358,019-0102-0905,268700.0,0.0,268700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2594.957472526781,0.009657452447066547,4734.52,45.723401759685515
D-1-200,27359,019-0102-1013,406900.0,0.0,406900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3929.617400711378,0.009657452447066547,7738.52,74.73438891067342
D-1-200,27360,019-0102-1014,266900.0,0.0,266900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2577.574058122061,0.009657452447066546,4707.96,45.46689982269142
D-1-200,27361,019-0102-1105,268700.0,0.0,268700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2594.957472526781,0.009657452447066547,4734.52,45.723401759685515
D-1-200,27362,019-0102-1106,276000.0,0.0,276000.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2665.4568753903673,0.009657452447066547,4651.96,44.9260824856557
D-1-200,27363,019-0102-1204,481300.0,0.0,481300.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4648.131862773129,0.009657452447066547,8109.96,78.32155304761181
D-1-200,27364,019-0102-1206,276000.0,0.0,276000.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2665.4568753903673,0.009657452447066547,4651.96,44.9260824856557
D-1-200,27365,019-0102-1312,365700.0,0.0,365700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3531.730359892236,0.009657452447066546,6699.36,64.69875062577972
D-1-200,27366,019-0102-1413,406900.0,0.0,406900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3929.617400711378,0.009657452447066547,7738.52,74.73438891067342
D-1-200,27367,019-0102-BCBS,48923000.0,0.0,47356400.0,TSA mdl 06,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,457342.18106426223,0.009348203934024125,1268091.0,11854.373274900587
D-1-200,27368,019-0102-D,400800.0,0.0,400800.0,Comm Condo,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3870.706940784272,0.009657452447066547,0.0,0.0
D-1-200,27369,019-0102-F,231200.0,0.0,231200.0,Comm Condo,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2232.8030057617857,0.009657452447066547,0.0,0.0
D-1-200,27370,019-0102-0201,267200.0,0.0,267200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2580.471293856181,0.009657452447066546,7854.32,75.8527219040437
D-1-200,27371,019-0102-0204,481300.0,0.0,481300.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4648.131862773129,0.009657452447066547,8109.96,78.32155304761181
D-1-200,27372,019-0102-0215,384600.0,0.0,384600.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3714.2562111417938,0.009657452447066546,11933.72,115.24933341660697
