BUS_LIC_ID,LIC_NUMBER,DBA,EXPIRATION_DATE,PERMIT_DATE,LAST_FEE,PRIMARY_LICENSE,PRIMARY_LIC_DESC,PRIMARY_LIC_LEGAL,PRIMARY_LIC_PURPOSE,CITY_STATE,Amusement Center,Bingo,Employment Agency,Entertainment,Expansion of Premises,1-4 Extended Hours,Food Dispenser,Frozen Desserts,Junk Shop,Laundry/Dry Cleaning,Class A Liquor,Class B Limited Liquor,Class B Tavern,Class BV Food and Liquor,Class C Neighborhood Bar,Class D Social Club,Class E Pharmacy,Class ED Restaurant in certain areas of the city,Class F One day beer and wine,Class J Convention Center,Class RBH Hotel Room,BX Rider 2AM Closing,EDX Rider 2AM Closing,Class N Night Club,Class T Theatre,Mechanical Device,Motor Vehicle Repair,Parking,Pawnbroker,RevolSale,Second Hand Auto Sales,Second Hand Store,Petroleum Storage,Sunday/Holiday Sales,Tavern1,Tavern3,Tobacco,Valet,Yard Sale,LOCATION,ADDRESS,ZipCode,NOTES,Geolocation
31497,SA200500685," M& S Motor's Inc,",01-May-2019 00:00:00,23-Apr-2018 00:00:00,100,SecHandAut,Dealer in Second Hand Automobile,Dealer in Second-Hand Automobiles,To buy and sell Second-Hand Automobiles at,31497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,103 Gano St,"Renewal
bcarvalho - 4/23/2018 3:14:25 PM",,
40229,F200501467,,14-Oct-2019 00:00:00,14-Oct-2016 00:00:00,45,LiquorFF,"Intoxicating Beverages, Class F","License to Intoxicating Beverages License, Class F",To sell/serve at retail Beverages at,40229,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55 Elmhurst Avenue,55 Elmhurst Ave,"Live Band outside,  beer and wine on 10/15/2016
bcarvalho - 10/14/2016 10:08:05 AM
bcarvalho - 10/14/2016 10:42:19 AM",,
82325,FD200503516,Neighborhood Variety,31-Jan-2019 00:00:00,31-Jul-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,82325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,150 Elmwood Ave,,,
69139,FD200502655,Dunkin Donuts,31-Jan-2019 00:00:00,12-Jun-2018 00:00:00,240,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69139,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,78 Dorrance St,"renew
 - 6/12/2018 1:29:27 PM",,
87313,BT200500557,Hilton Garden Inn Providence,01-Dec-2019 00:00:00,19-Nov-2018 00:00:00,3330,LiquorBtav,"Intoxicating Beverages, Class B Tavern","Retailer's Tavern Liquor License, Class B-T","A licensed Tavern Keeper, to sell at retail, Beverages at",87313,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,220 India St,"Renewal- 111113
sbodden - 11/19/2018 11:34:50 AM",,
81782,TH200500516,Columbus Theatre,01-Dec-2019 00:00:00,09-Nov-2018 00:00:00,720,LiquorT,"Intoxicating Beverages, Class T","License to Intoxicating Beverages License, Class T",To sell at retail Beverages at,81782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,270 Broadway,"Renewal 111380
Lwilson - 11/9/2018 9:21:24 AM",,
78418,FD200503319,Wok and Roll,31-Jan-2019 00:00:00,08-Jan-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,78418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,208 Pocasset Ave,"Renewal
bcarvalho - 1/8/2018 11:00:31 AM",,
72733,FD200503041,Mike's Calzones & Deli,31-Jan-2019 00:00:00,05-Mar-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,72733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,288 Thayer St,"renewal
 - 3/5/2018 11:55:25 AM",,
58920,FD200502296,SHELL,31-Jan-2019 00:00:00,27-Feb-2018 00:00:00,630,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,58920,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,598 Branch Ave,"Renewal
bcarvalho - 2/27/2018 10:40:46 AM",,
80288,FD200503407,El Fogonazo Meat Market,31-Jan-2019 00:00:00,29-Mar-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,80288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1059 Broad St,"Renewal
bcarvalho - 3/29/2018 2:32:08 PM",,
69263,FD200502736,Family Dollar #6864,31-Jan-2019 00:00:00,19-Jul-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1515 Broad St,"Renewal
Hkilkenny - 7/19/2018 11:09:21 AM",,
78860,FD200503351,Messer Market,31-Jan-2019 00:00:00,09-Feb-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,78860,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,75 Messer St,"RENEWAL

hkilkenny - 2/9/2018 1:07:08 PM",,
85116,FD200503620,Tropical Produce Market,31-Jan-2019 00:00:00,22-Feb-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,85116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1336 Eddy St,"Renewal
 - 2/22/2018 9:44:29 AM",,
84081,MV200500851,Acadmy Cars,01-Aug-2019 00:00:00,22-Jun-2018 00:00:00,200,MoVehRep,Motor Vehicle Repair,Motor Vehicle Repair Business,To repair vehicle at,84081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,239 Academy Ave,,,
70350,EA200500559,Accountemps,01-May-2019 00:00:00,12-Jun-2018 00:00:00,110,EmplAgen,Employment Agency,Employment Agency License,To keep an Intelligence or Employment Office at,70350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,275 Promenade St,"renewal
 - 6/27/2018 2:41:18 PM",,
87119,FD200503678,MI HACIENDA RESTAURANT,31-Jan-2019 00:00:00,23-Feb-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,87119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,603 Plainfield St,"Renewal
 - 2/23/2018 3:20:19 PM",,
26813,PK200500558,P-3 Parking Lot,01-Apr-2019 00:00:00,11-Oct-2018 00:00:00,825,Parking,Parking,Parking of Automobiles,To allow parking of automobile at,26813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,153 Orange St,"Renewal  - 112784                                      51-249 Auto 

bcarvalho - 10/11/2018 9:55:07 AM",,
69057,FD200502592,Dunkin Donuts,31-Jan-2019 00:00:00,13-Feb-2018 00:00:00,240,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69057,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1245 North Main St,"renewal
 - 2/13/2018 12:19:37 PM",,
69149,FD200502664,New Garden Restaurant,31-Jan-2019 00:00:00,18-Jan-2017 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1111 Atwells Ave,,,
87303,D0200500625,Italo American Club,01-Dec-2019 00:00:00,19-Jan-2018 00:00:00,1020,LiquorD,"Intoxicating Beverages, Class D Club","Club License, Class D",A Club duly chartered under the laws of the State of Rhode Island at,87303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,477 Broadway,"Renewal - 112129
bcarvalho - 11/19/2018 1:21:47 PM",,
86129,SH200500729,Douglas Tire Shop,01-May-2019 00:00:00,01-Aug-2018 00:00:00,100,SecHandStore,Second Hand Stores,Second-Hand Store License,To buy and sell Second-Hand Goods at,86129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,616 Douglas Ave,"Renewal                                                      


bcarvalho - 8/1/2018 2:18:38 PM",,
35187,MV200500666,K & B SERVICE,01-Aug-2019 00:00:00,01-Oct-2018 00:00:00,220,MoVehRep,Motor Vehicle Repair,Motor Vehicle Repair Business,To repair vehicle at,35187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,635 Potters Ave,"Renewal
bcarvalho - 10/1/2018 2:41:00 PM",,
61354,PK200500701,Down City Parking,01-Apr-2019 00:00:00,29-Mar-2018 00:00:00,220,Parking,Parking,Parking of Automobiles,To allow parking of automobile at,61354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,34 Snow St,"50 spaces-renewal
 - 3/29/2018 3:46:29 PM",,
87780,ET200514520,Wonderland,02-Apr-2019 00:00:00,05-Mar-2018 00:00:00,300,Entertain,Entertainment,Entertainment License,To have entertainment at,87780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"257 Allens Ave. Providence, RI, 02905",257 Allens Ave,"Adult Entertainment April 2018
bcarvalho - 4/2/2018 3:21:37 PM",,
81337,A0200500748,Al's Liquors,01-Dec-2019 00:00:00,13-Nov-2018 00:00:00,1210,LiquorA,"Intoxicating Beverages, Class A","Retailer's License, Class A","To sell at retail in, in original packages and not to be consumed on the premises at",81337,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,695 Atwells Ave,"Renewal - 111085
bcarvalho - 11/13/2018 9:44:41 AM",,
69411,FD200502838,East Side Mini Mart,31-Jan-2019 00:00:00,24-Jul-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,252 Brook St,"Renewal
bcarvalho - 7/24/2018 1:40:31 PM",,
87384,BV200501874,Amore Espresso & Gelato Bar,01-Dec-2019 00:00:00,30-Nov-2018 00:00:00,2130,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,87384,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78 Pearl St,"Renewal-112621
sbodden - 11/30/2018 10:11:46 AM",,
81816,FD200503470,KFC,31-Jan-2019 00:00:00,19-Jul-2018 00:00:00,200,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,81816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,420 Broad St,"Renewal
Hkilkenny - 7/19/2018 10:31:30 AM",,
81381,C0200500559,Vic's Tap,01-Dec-2019 00:00:00,29-Nov-2018 00:00:00,910,LiquorC,"Intoxicating Beverages, Class C Saloon","Retailer's Intoxicating Beverages License, Class C",To sell intoxicating beverages at retail at,81381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,622 Union Ave,"Renewal
Lwilson - 11/29/2018 10:52:33 AM",,
89387,FD200503776,Cafe Zog,31-Jan-2019 00:00:00,17-Sep-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,89387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,239 Wickenden St,"New
bcarvalho - 9/17/2018 12:03:39 PM",,
69718,FZ200500570,Mr. Lemon,01-Mar-2019 00:00:00,14-Mar-2018 00:00:00,130,FrozeDes,Frozen Desserts,Frozen Desserts License,To dispense frozen dessert,69718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,32 Hawkins St,,,
69286,FD200502753,Pito's Restaurant I,31-Jan-2019 00:00:00,20-Apr-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1029 Broad St,"Renewal
bcarvalho - 4/20/2018 8:38:04 AM",,
86504,MV200500866,COLETTAS'S GARAGE,01-Aug-2019 00:00:00,31-Jul-2018 00:00:00,300,MoVehRep,Motor Vehicle Repair,Motor Vehicle Repair Business,To repair vehicle at,86504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,250 Niantic Ave,"Renewal

bcarvalho - 7/31/2018 3:08:18 PM",,
75650,BT200500545,Omni Providence Hotel,01-Dec-2019 00:00:00,21-Nov-2018 00:00:00,3380,LiquorBtav,"Intoxicating Beverages, Class B Tavern","Retailer's Tavern Liquor License, Class B-T","A licensed Tavern Keeper, to sell at retail, Beverages at",75650,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,1 West Exchange St,"Renewal- 113184
sbodden - 11/21/2018 12:47:59 PM",,
58873,FD200502274,Baron Market,31-Jan-2019 00:00:00,17-Aug-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,58873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,77 Union Ave,"New
bcarvalho - 8/17/2018 8:40:59 AM",,
83860,SA200500880,Hernandez Auto Sales & Repair,01-May-2019 00:00:00,23-May-2018 00:00:00,300,SecHandAut,Dealer in Second Hand Automobile,Dealer in Second-Hand Automobiles,To buy and sell Second-Hand Automobiles at,83860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,600 Cranston St,"Renew
 - 5/23/2018 2:12:08 PM",,
87479,BV200501894,Chelo's,01-Dec-2019 00:00:00,08-Nov-2018 00:00:00,2220,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,87479,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,505 Silver Spring St,"Renewal - 112271

Lwilson - 11/8/2018 1:22:30 PM",,
87393,BV200501878,Durk's Bar-B-Q,01-Dec-2019 00:00:00,19-Nov-2018 00:00:00,2220,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,87393,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,275 Thayer St,"Renewal 112046

Lwilson - 11/19/2018 9:47:28 AM",,
80655,MV200500834,Pablo Auto Repair,01-Aug-2019 00:00:00,10-Sep-2018 00:00:00,200,MoVehRep,Motor Vehicle Repair,Motor Vehicle Repair Business,To repair vehicle at,80655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,118 Silver Lake Ave,"Renewal
bcarvalho - 9/10/2018 11:59:55 AM",,
61884,JK200500534,Schnitzer Northeast,01-May-2019 00:00:00,19-Jun-2017 00:00:00,100,JunkShop,Junk Shop,Junk Shop License,"To purchase, sell or barter junk and old metals at",61884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55 Fields Point Rd,"New Address per Zoning Change                37 Fields Point Drive
NO SECOND HAND STORE AT THIS LOCATION

 - 6/19/2018 11:56:37 AM",,
73003,FD200503137,UNION AVENUE SHELL,31-Jan-2019 00:00:00,30-Jan-2018 00:00:00,830,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,73003,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,,200 Union Ave,"renewal
 - 1/30/2018 2:44:07 PM",,
84539,FD200503589,Broadway Express,31-Jan-2019 00:00:00,30-May-2018 00:00:00,420,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,84539,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,306 Broadway,"Renewal
bcarvalho - 5/30/2018 9:35:35 AM",,
82025,FD200503492,ANGKOR RESTAURANT,31-Jan-2019 00:00:00,15-Mar-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,82025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,10 Traverse St,"Renewal
 - 3/15/2018 9:05:24 AM",,
81553,BV200501566,The Grange,01-Dec-2019 00:00:00,15-Nov-2018 00:00:00,2720,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,81553,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,166 Broadway,"Renewal 111308
Lwilson - 11/15/2018 1:52:29 PM",,
87341,BV200501860,Capriccio,01-Dec-2019 00:00:00,20-Nov-2018 00:00:00,2770,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,87341,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,2 Pine St,"Renewal-111707
sbodden - 11/20/2018 11:11:23 AM",,
87535,FD200503698,Two Brothers Meat Market,31-Jan-2019 00:00:00,10-Jan-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,87535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,417 Hartford Ave,"New
bcarvalho - 1/10/2018 12:16:40 PM",,
81313,A0200500728,THREE RING LIQUORS,01-Dec-2019 00:00:00,19-Nov-2018 00:00:00,1210,LiquorA,"Intoxicating Beverages, Class A","Retailer's License, Class A","To sell at retail in, in original packages and not to be consumed on the premises at",81313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,474 Plainfield St,"Renewal- 111272
sbodden - 11/19/2018 2:58:27 PM",,
81446,BV200501524,FOXY LADY,01-Dec-2019 00:00:00,14-Nov-2018 00:00:00,2720,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,81446,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,318 Chalkstone Ave,"Renewal 111622

Lwilson - 11/20/2018 4:22:00 PM",,
89771,ET200515208,Rooftop,31-Dec-2018 00:00:00,28-Nov-2018 00:00:00,290,Entertain,Entertainment,Entertainment License,To have entertainment at,89771,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100 Dorrance Street,100 Dorrance St,"#115595 DJ December 2018 except December 25, 2018 6:00 PM to 11:00 PM
 - 11/28/2018 8:14:19 AM",,
89358,ET200515031,Department of RI Veterans of Foreign Wars,28-Feb-2019 00:00:00,11-Sep-2018 00:00:00,10,Entertain,Entertainment,Entertainment License,To have entertainment at,89358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,One Capitol Hill,25 Dorrance St,"Raffle for the month of February 2019
 - 9/11/2018 12:52:28 PM",,
73180,FD200503152,El Quiche Bakery,31-Jan-2019 00:00:00,09-Feb-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,73180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1076 Chalkstone Ave,,,
84938,BV200501817,Persimmon,01-Dec-2019 00:00:00,29-Nov-2018 00:00:00,2220,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,84938,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,99 Hope St,"Renewal
Lwilson - 11/29/2018 9:30:07 AM",,
81715,BV200501671,ADA'S CREATIONS,01-Dec-2019 00:00:00,19-Nov-2018 00:00:00,2820,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,81715,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1137 Broad St,"Renewal-112619
sbodden - 11/19/2018 2:29:24 PM",,
85332,PK200500788,365 Parking,01-Apr-2019 00:00:00,08-May-2018 00:00:00,825,Parking,Parking,Parking of Automobiles,To allow parking of automobile at,85332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,55 Broadway,"Renewal
 - 5/8/2018 2:41:57 PM",,
81292,A0200500715,FABIAN LIQUORS,01-Dec-2019 00:00:00,20-Nov-2018 00:00:00,1210,LiquorA,"Intoxicating Beverages, Class A","Retailer's License, Class A","To sell at retail in, in original packages and not to be consumed on the premises at",81292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,500 Cranston St,"RENEWAL - 111362


bcarvalho - 11/20/2018 11:57:53 AM",,
87365,BT200500562,Providence Courtyard,01-Dec-2019 00:00:00,20-Nov-2018 00:00:00,2830,LiquorBtav,"Intoxicating Beverages, Class B Tavern","Retailer's Tavern Liquor License, Class B-T","A licensed Tavern Keeper, to sell at retail, Beverages at",87365,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,32 Exchange Terrace,"Renewal 112018
Lwilson - 11/20/2018 8:46:12 AM",,
72933,SS200501289,American Eagle,31-Jan-2019 00:00:00,08-Feb-2018 00:00:00,100,SundaySale,SundaySales,Holiday Sale License,To Sell Certain Articles on Holidays at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Providence Place Mal,"Renewal
 - 2/8/2018 8:53:21 AM",,
88775,LY200500717,Super Loundromat,01-Jul-2019 00:00:00,11-Jun-2018 00:00:00,55,Laundry,Laundry,Public Laundry License,To conduct laundry\cleaner at,88775,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,196 Stanwood Ave,"NEW
 - 6/11/2018 3:39:26 PM",,
89141,FD200503767,Chicken Coop,31-Jan-2019 00:00:00,09-Aug-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,89141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,389 Smith St,"New
bcarvalho - 8/9/2018 12:38:04 PM",,
72384,BV200501311,McKinley's Congress Tavern,01-Dec-2019 00:00:00,13-Nov-2018 00:00:00,2970,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,72384,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,62 Orange St,"Renewal- 112616
sbodden - 11/13/2018 12:32:26 PM",,
69394,FD200502827,Yuen Yuen Dry Seafood,31-Jan-2019 00:00:00,11-Apr-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,150 Elmwood Ave #4,"Renewal
bcarvalho - 4/11/2018 9:25:45 AM",,
81533,BV200501549,PINE STREET ALE HOUSE,01-Dec-2019 00:00:00,16-Nov-2018 00:00:00,2720,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,81533,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,52 Pine St,"Renewal-112086
sbodden - 11/16/2018 3:02:45 PM",,
